id,URL,Created Date,Likes,Comments,Shares,Description,Link,Group Name,
475100886335230_829984614180187,https://www.facebook.com/groups/475100886335230/permalink/829984614180187/,4/20/2020 8:15:35 AM,3,2,0,Please WATCH... 3 years ago FAUCI said there was going to be a surprise outbreak of a pandemic on Trump's watch. How could FAUCI know something like that unless he was involved. FAUCI broke the law and gave CHINA WUHAN LAB 3.7 million dollars of our taxpayer dollars to work on CORONA when research was forcibly terminated because of the dangers to the United States.  so then they take our taxpayer dollars and have China work on it!!,https://m.youtube.com/watch?feature=share&v=BpwndRgw-kI,#Walkaway Blue States,
475100886335230_831288460716469,https://www.facebook.com/groups/475100886335230/permalink/831288460716469/,4/22/2020 6:27:05 AM,1,1,0,,https://www.washingtontimes.com/news/2014/jul/17/company-co-founded-nancy-pelosis-son-charged-secur/,#Walkaway Blue States,
475100886335230_831374824041166,https://www.facebook.com/groups/475100886335230/permalink/831374824041166/,4/22/2020 8:48:29 AM,5,0,0,GOOD! DO IT!🇺🇸🇺🇸🇺🇸,https://www.foxnews.com/politics/trump-says-hes-instructed-navy-to-destroy-any-iranian-gunboats-harassing-us-ships,#Walkaway Blue States,
475100886335230_831319207380061,https://www.facebook.com/groups/475100886335230/permalink/831319207380061/,4/22/2020 7:24:14 AM,0,0,0,,https://trendingpolitics.com/breaking-new-deal-reached-for-small-business-a-full-week-of-stalling-from-democrats/,#Walkaway Blue States,
475100886335230_831305040714811,https://www.facebook.com/groups/475100886335230/permalink/831305040714811/,4/22/2020 7:00:17 AM,0,0,0,,https://www.youtube.com/watch?v=Y2M-lUdMUAo&feature=share,#Walkaway Blue States,
475100886335230_831298800715435,https://www.facebook.com/groups/475100886335230/permalink/831298800715435/,4/22/2020 6:48:25 AM,0,0,0,,https://www.youtube.com/watch?v=3iYrkQXhPwQ&feature=share,#Walkaway Blue States,
475100886335230_830628094115839,https://www.facebook.com/groups/475100886335230/permalink/830628094115839/,4/21/2020 7:42:39 AM,0,3,0,,https://www.theblaze.com/news/aoc-celebrates-plunge-in-crude-prices-you-absolutely-love-to-see-it,#Walkaway Blue States,
475100886335230_830609407451041,https://www.facebook.com/groups/475100886335230/permalink/830609407451041/,4/21/2020 7:05:39 AM,4,0,0,,https://cnb.cx/3evBwKs,#Walkaway Blue States,
475100886335230_830035977508384,https://www.facebook.com/groups/475100886335230/permalink/830035977508384/,4/20/2020 9:42:09 AM,10,2,0,It's been a long wait! It's about time for Trump to use his TRUMP card and have storm begin! We have all been patiently waiting for the timing to be right!,https://conservativebusinessjournal.com/president-trump-army/,#Walkaway Blue States,
475100886335230_829967290848586,https://www.facebook.com/groups/475100886335230/permalink/829967290848586/,4/20/2020 7:43:40 AM,2,0,0,,https://www.youtube.com/watch?v=jjlj7KkzyqU&feature=share,#Walkaway Blue States,
475100886335230_829962424182406,https://www.facebook.com/groups/475100886335230/permalink/829962424182406/,4/20/2020 7:33:18 AM,0,0,0,,https://www.youtube.com/watch?v=x8lVHmbkrHI,#Walkaway Blue States,
475100886335230_828598750985440,https://www.facebook.com/groups/475100886335230/permalink/828598750985440/,4/18/2020 8:12:28 AM,0,0,0,,http://dailyheadlines.net/hillary-flees-united-states-after-trumps-doj-opens-investigation-on-her-heres-where-shes-headed-4/?utm_source=Mailer-DH&utm_medium=email&utm_content=subscriber_id%3A3216601&utm_campaign=4%2F17+Noon+.net,#Walkaway Blue States,
475100886335230_828189524359696,https://www.facebook.com/groups/475100886335230/permalink/828189524359696/,4/17/2020 5:45:58 PM,0,1,0,,https://thetruepen.com/joe-biden-will-sign-executive-order-on-day-1-forcing-americans-to-fund-planned-parenthood/,#Walkaway Blue States,
475100886335230_828058004372848,https://www.facebook.com/groups/475100886335230/permalink/828058004372848/,4/17/2020 1:39:26 PM,12,4,0,Shits gonna fly NOW!!!!👍👍,https://www.foxnews.com/politics/us-officials-investigation-coronavirus-wuhan-lab,#Walkaway Blue States,
475100886335230_828000224378626,https://www.facebook.com/groups/475100886335230/permalink/828000224378626/,4/17/2020 11:46:15 AM,0,0,0,,https://www.oann.com/calif-gov-newsom-agrees-to-give-illegal-aliens-125m-in-coronavirus-economic-stimulus-package/,#Walkaway Blue States,
475100886335230_827454411099874,https://www.facebook.com/groups/475100886335230/permalink/827454411099874/,4/16/2020 6:35:23 PM,1,0,0,Meanwhile  on the West Coast.........🙄,https://pjmedia.com/trending/west-coast-governors-say-we-are-not-close-to-restarting-the-economy/,#Walkaway Blue States,
475100886335230_827441431101172,https://www.facebook.com/groups/475100886335230/permalink/827441431101172/,4/16/2020 6:09:14 PM,2,0,0,What do you think?,https://buff.ly/2XHRoU4,#Walkaway Blue States,
475100886335230_827423191102996,https://www.facebook.com/groups/475100886335230/permalink/827423191102996/,4/16/2020 5:33:34 PM,7,1,0,This is a must read! Very well written and true!,https://www.linkedin.com/pulse/wake-up-america-mark-miles,#Walkaway Blue States,
475100886335230_827391631106152,https://www.facebook.com/groups/475100886335230/permalink/827391631106152/,4/16/2020 4:35:55 PM,1,0,0,,https://www.theepochtimes.com/us-concerned-china-may-be-conducting-secret-nuclear-tests_3314231.html,#Walkaway Blue States,
475100886335230_827338304444818,https://www.facebook.com/groups/475100886335230/permalink/827338304444818/,4/16/2020 2:54:10 PM,0,0,0,,https://www.armstrongeconomics.com/international-news/politics/unprecedented-power-grab/,#Walkaway Blue States,
475100886335230_827097801135535,https://www.facebook.com/groups/475100886335230/permalink/827097801135535/,4/16/2020 7:32:38 AM,1,0,0,,https://www.thegatewaypundit.com/2020/04/devin-nunes-latest-declassified-footnotes-show-obama-regime-lied-ica-report-omitted-critical-information-video/,#Walkaway Blue States,
475100886335230_826796481165667,https://www.facebook.com/groups/475100886335230/permalink/826796481165667/,4/15/2020 9:08:41 PM,4,2,0,She's at fault for all of those who were infected and died in California because of her recklessness!😡😡😡,https://twitter.com/hollandcourtney/status/1250560991969988608?s=21,#Walkaway Blue States,
475100886335230_826775247834457,https://www.facebook.com/groups/475100886335230/permalink/826775247834457/,4/15/2020 8:21:09 PM,2,0,0,DEMS KILL RATS THAT THREATEN THEM...  conservatives just let them RUN WILD and they don't hold them accountable!!  I AM LIVID!! CONSERVATIVES GET a PAIR of BALLS!!,https://rawconservativeopinions.com/2020/04/09/george-soros-as-public-face-of-the-new-world-order-targets-trump-2020/,#Walkaway Blue States,
475100886335230_824937908018191,https://www.facebook.com/groups/475100886335230/permalink/824937908018191/,4/13/2020 11:16:03 AM,1,0,0,Did you know that China had a clause in the trade bill they signed with the US that in case of an act of God or a pandemic they would not be responsible to keep the agreement? Things that make you go Hmm!,https://www.youtube.com/watch?v=c47KVyz0Gsg&feature=share,#Walkaway Blue States,
475100886335230_824815514697097,https://www.facebook.com/groups/475100886335230/permalink/824815514697097/,4/13/2020 7:31:04 AM,1,0,0,,https://www.youtube.com/watch?v=gZlMxsvpKz0&feature=share,#Walkaway Blue States,
475100886335230_824808144697834,https://www.facebook.com/groups/475100886335230/permalink/824808144697834/,4/13/2020 7:16:53 AM,1,0,0,,https://dcgazette.com/2020/and-there-it-is-michigan-governor-gretchen-whitmer-bans-buying-us-flags-during-lockdown/,#Walkaway Blue States,
475100886335230_824073831437932,https://www.facebook.com/groups/475100886335230/permalink/824073831437932/,4/12/2020 7:13:48 AM,0,0,0,,https://wramsite.ning.com/m/blogpost?id=6617485%3ABlogPost%3A214145,#Walkaway Blue States,
475100886335230_824064544772194,https://www.facebook.com/groups/475100886335230/permalink/824064544772194/,4/12/2020 6:57:24 AM,1,0,0,,https://www.thegatewaypundit.com/2020/04/huge-via-john-solomon-durham-subpoenaed-called-witnesses-dc-grand-jury/,#Walkaway Blue States,
475100886335230_824058331439482,https://www.facebook.com/groups/475100886335230/permalink/824058331439482/,4/12/2020 6:45:17 AM,1,0,0,,https://www.thegatewaypundit.com/2020/04/expect-action-doj-next-week-ag-barr-monitoring-government-regulation-religious-services/,#Walkaway Blue States,
475100886335230_823500204828628,https://www.facebook.com/groups/475100886335230/permalink/823500204828628/,4/11/2020 11:38:02 AM,0,0,0,,https://www.thegatewaypundit.com/2020/04/ron-paul-blasts-fraud-dr-fauci-says-trump-people-fire/,#Walkaway Blue States,
475100886335230_823363814842267,https://www.facebook.com/groups/475100886335230/permalink/823363814842267/,4/11/2020 7:25:14 AM,0,0,0,,https://www.thegatewaypundit.com/2020/04/huge-exclusive-chinese-doctor-shi-zhengli-ran-coronavirus-research-wuhan-us-project-shut-dhs-2014-risky-prior-leak-killed-researcher/,#Walkaway Blue States,
475100886335230_822728148239167,https://www.facebook.com/groups/475100886335230/permalink/822728148239167/,4/10/2020 8:29:04 AM,1,0,0,,https://www.youtube.com/watch?v=XMkZ5_BZ7rM&feature=share,#Walkaway Blue States,
475100886335230_822698531575462,https://www.facebook.com/groups/475100886335230/permalink/822698531575462/,4/10/2020 7:34:26 AM,0,0,0,WATCH BEST 4 MIN OF TRUTH & INSIGHT OF INDOCTRINATION OF OUR SCHOOLS K-12 & COLLEGE turning future generations into Angry  Anti-Western Culture & Anti-America Marxist Sociaists & BIGGEST THREAT to our CONSTITUTION  FREEDOM & LIBERTY to BIG GOVT CHOKE HOLD ON OUR RIGHTS!,https://www.youtube.com/watch?v=LquIQisaZFU,#Walkaway Blue States,
475100886335230_822676021577713,https://www.facebook.com/groups/475100886335230/permalink/822676021577713/,4/10/2020 6:52:41 AM,0,0,0,,https://link.theepochtimes.com/senate-dems-block-small-biz-relief-funding-want-billions-for-local-media_3305990.html,#Walkaway Blue States,
475100886335230_821334291711886,https://www.facebook.com/groups/475100886335230/permalink/821334291711886/,4/8/2020 7:01:54 AM,1,1,0,,https://youtu.be/fhHH1AJtZ3Y,#Walkaway Blue States,
475100886335230_821610901684225,https://www.facebook.com/groups/475100886335230/permalink/821610901684225/,4/8/2020 3:24:52 PM,0,2,0,,https://www.breitbart.com/national-security/2020/04/07/george-soros-funded-group-to-governors-release-as-many-prisoners-as-possible/,#Walkaway Blue States,
475100886335230_821991364979512,https://www.facebook.com/groups/475100886335230/permalink/821991364979512/,4/9/2020 6:25:47 AM,0,0,0,,https://www.youtube.com/watch?v=WdXo3GZuXBM&feature=share,#Walkaway Blue States,
475100886335230_821471761698139,https://www.facebook.com/groups/475100886335230/permalink/821471761698139/,4/8/2020 10:49:00 AM,0,0,0,How do you know what will happen in 3 years? You don't...UNLESS YOU PLAN IT.  FAUCI IS CLOSE WITH CLINTON  SOROS  GATES   BIRX. Now I find out that Dr. BIRX daughter works directly with BILL GATES. Follow the money that is made on vaccines. Deep State media is trying to silence hydroxychloroquine because it is CHEAP  no longer has a PATENT on it and everyone can make it DRIVING PRICE DOWN,https://conservativedailypost.com/faucis-2017-georgetown-address-warns-trump-admin-with-surprise-outbreak/?fbclid=IwAR1nvOptLzW4o16nSDddO2rIJQe8LgjaXFw0gR-TVIp2sVit2RzrNx6aoQg,#Walkaway Blue States,
475100886335230_821470925031556,https://www.facebook.com/groups/475100886335230/permalink/821470925031556/,4/8/2020 10:47:28 AM,1,0,0,,https://sputniknews.com/europe/202004031078824468-belaruss-president-warns-global-elites-using-covid-19-crisis-to-try-to-reshape-world-order/,#Walkaway Blue States,
475100886335230_821470338364948,https://www.facebook.com/groups/475100886335230/permalink/821470338364948/,4/8/2020 10:46:34 AM,0,0,0,,https://www.youtube.com/watch?v=6AHNoLhLPpI,#Walkaway Blue States,
475100886335230_821466361698679,https://www.facebook.com/groups/475100886335230/permalink/821466361698679/,4/8/2020 10:39:06 AM,0,0,0,Dr. Shiva is a mental giant and makes perfect sense here! He covers a huge amount of ground  and lays out  what is happening in the deep state as it relates to health  Covid19  big pharma and the WHO.. President Trump is so right in calling the WHO out! And they ain't alone! I think the president has learned enough to know how the deep state is working and its Goals.. Take the time to listen to this  do some more investigation and then ask yourself.. Can dr. Fauci be trusted?,https://www.youtube.com/watch?v=6AHNoLhLPpI&feature=share,#Walkaway Blue States,
475100886335230_819307645247884,https://www.facebook.com/groups/475100886335230/permalink/819307645247884/,4/5/2020 6:57:25 AM,0,0,0,,https://www.youtube.com/watch?v=1yGyrZmmOVM&feature=share,#Walkaway Blue States,
475100886335230_819055175273131,https://www.facebook.com/groups/475100886335230/permalink/819055175273131/,4/4/2020 9:11:59 PM,0,0,0,Kathy Griffin is back to lying. 😠,https://culturewatchnews.com/deranged-actress-got-caught-spreading-this-insane-lie-about-the-coronavirus/,#Walkaway Blue States,
475100886335230_818976211947694,https://www.facebook.com/groups/475100886335230/permalink/818976211947694/,4/4/2020 5:53:26 PM,0,0,0,She's at it again! 😠,https://culturewatchnews.com/deranged-actress-got-caught-spreading-this-insane-lie-about-the-coronavirus/,#Walkaway Blue States,
475100886335230_815530798958902,https://www.facebook.com/groups/475100886335230/permalink/815530798958902/,3/30/2020 6:23:07 PM,2,0,0,,https://apple.news/AaAfeK99sSeGHRPcMWgMY7Q,#Walkaway Blue States,
475100886335230_815162122329103,https://www.facebook.com/groups/475100886335230/permalink/815162122329103/,3/30/2020 6:48:30 AM,0,0,0,,https://66.media.tumblr.com/06d0a73a275b6e490e02469585568cf9/c825124dcf099c4d-77/s1280x1920/8870e09ea74d8754b246ecc507a959a50e254334.jpg,#Walkaway Blue States,
475100886335230_814134425765206,https://www.facebook.com/groups/475100886335230/permalink/814134425765206/,3/28/2020 7:15:37 PM,0,0,0,,https://vimeo.com/399733860,#Walkaway Blue States,
475100886335230_813044642540851,https://www.facebook.com/groups/475100886335230/permalink/813044642540851/,3/27/2020 8:42:19 AM,0,0,0,,https://www.refinery29.com/en-us/2020/03/9613338/tara-reade-accuses-joe-biden-sexual-assault-history?utm_source=feed&utm_medium=rss,#Walkaway Blue States,
475100886335230_813014932543822,https://www.facebook.com/groups/475100886335230/permalink/813014932543822/,3/27/2020 7:52:19 AM,1,0,0,B,https://100percentfedup.com/senate-passes-pelosi-pork-including-350-million-for-migration-and-refugee-assistance/,#Walkaway Blue States,
475100886335230_812997015878947,https://www.facebook.com/groups/475100886335230/permalink/812997015878947/,3/27/2020 7:19:41 AM,0,0,0,,https://www.youtube.com/watch?v=sjDuwc9KBps&feature=share,#Walkaway Blue States,
475100886335230_812451515933497,https://www.facebook.com/groups/475100886335230/permalink/812451515933497/,3/26/2020 12:59:03 PM,0,0,0,,https://imgflip.com/i/3tqh9d,#Walkaway Blue States,
475100886335230_812365882608727,https://www.facebook.com/groups/475100886335230/permalink/812365882608727/,3/26/2020 10:32:52 AM,1,0,0,,https://www.youtube.com/watch?v=gRM43zJhk7A&feature=share,#Walkaway Blue States,
475100886335230_811928619319120,https://www.facebook.com/groups/475100886335230/permalink/811928619319120/,3/25/2020 7:49:29 PM,0,0,0,Vote and let your voices be heard. I skipped the disapproval question.  Trump 2020!,https://secure.ngpvan.com/9aQpefGi2UuOSiJQgInkdA2,#Walkaway Blue States,
475100886335230_811653789346603,https://www.facebook.com/groups/475100886335230/permalink/811653789346603/,3/25/2020 10:41:58 AM,0,0,0,,https://www.thegatewaypundit.com/2020/03/breaking-white-house-and-senate-reach-late-night-massive-2-trillion-stimulus-package-deal/,#Walkaway Blue States,
475100886335230_811127359399246,https://www.facebook.com/groups/475100886335230/permalink/811127359399246/,3/24/2020 4:36:14 PM,0,0,0,,https://www.breitbart.com/politics/2020/03/24/pelosi-coronavirus-plan-daca-amnesty/,#Walkaway Blue States,
475100886335230_811020899409892,https://www.facebook.com/groups/475100886335230/permalink/811020899409892/,3/24/2020 1:13:16 PM,0,0,0,,https://video.foxnews.com/v/6144204890001#sp=show-clips,#Walkaway Blue States,
475100886335230_810792626099386,https://www.facebook.com/groups/475100886335230/permalink/810792626099386/,3/24/2020 6:45:10 AM,0,0,0,,https://www.infowars.com/covid-19-new-jersey-inmates-set-free-citizens-told-stay-home-gun-stores-shutdown/,#Walkaway Blue States,
475100886335230_810104606168188,https://www.facebook.com/groups/475100886335230/permalink/810104606168188/,3/23/2020 7:39:54 AM,0,1,0,,https://www.dailywire.com/news/breaking-democrats-block-coronavirus-bill-that-provides-lifeline-to-economy-families,#Walkaway Blue States,
475100886335230_810081859503796,https://www.facebook.com/groups/475100886335230/permalink/810081859503796/,3/23/2020 6:57:39 AM,0,0,0,,https://www.dailywire.com/news/mcconnell-explodes-on-pelosi-for-ruining-stimulus-bill-that-protected-economy-families?utm_source=facebook&utm_medium=social&utm_campaign=dwbrand,#Walkaway Blue States,
475100886335230_809373696241279,https://www.facebook.com/groups/475100886335230/permalink/809373696241279/,3/22/2020 7:49:59 AM,0,0,0,,https://www.washingtonexaminer.com/news/claim-theyre-going-shopping-border-officials-allow-hundreds-of-mexican-vehicles-to-cross-despite-trump-ban,#Walkaway Blue States,
475100886335230_808812429630739,https://www.facebook.com/groups/475100886335230/permalink/808812429630739/,3/21/2020 1:06:31 PM,1,0,0,,https://www.nebraskamed.com/COVID/a-message-from-one-of-our-doctors-to-his-family-about-covid-19,#Walkaway Blue States,
475100886335230_808625342982781,https://www.facebook.com/groups/475100886335230/permalink/808625342982781/,3/21/2020 8:12:59 AM,1,0,0,,https://www.youtube.com/watch?v=2Psbv9xqI_M&feature=share,#Walkaway Blue States,
475100886335230_807971219714860,https://www.facebook.com/groups/475100886335230/permalink/807971219714860/,3/20/2020 9:57:52 AM,1,1,0,,https://news.abs-cbn.com/news/01/25/20/seized-meat-products-from-china-positive-for-african-swine-fever-customs,#Walkaway Blue States,
475100886335230_807901193055196,https://www.facebook.com/groups/475100886335230/permalink/807901193055196/,3/20/2020 8:06:03 AM,0,0,0,,https://libertytreefriends.blogspot.com/2020/03/one-foolproof-way-to-spot-corrupt.html,#Walkaway Blue States,
475100886335230_807892866389362,https://www.facebook.com/groups/475100886335230/permalink/807892866389362/,3/20/2020 7:51:01 AM,0,0,0,,https://www.zerohedge.com/health/newsom-56-californians-be-infected-covid-19-within-eight-weeks,#Walkaway Blue States,
475100886335230_806842053161110,https://www.facebook.com/groups/475100886335230/permalink/806842053161110/,3/18/2020 9:06:18 PM,0,0,0,There is something very vile in that Hollywood water! This is just one of the outrageous statements Hollywood actresses have made in recent days.,https://www.youtube.com/watch?v=bUDU6NobCT4&feature=share,#Walkaway Blue States,
475100886335230_806629856515663,https://www.facebook.com/groups/475100886335230/permalink/806629856515663/,3/18/2020 1:26:39 PM,1,0,0,,https://www.breitbart.com/education/2020/03/18/truckers-are-keeping-american-supply-chains-and-americans-alive/,#Walkaway Blue States,
475100886335230_805990826579566,https://www.facebook.com/groups/475100886335230/permalink/805990826579566/,3/17/2020 3:42:06 PM,1,0,0,Checks  additional tax deadline  what more can our President do for us. Gotta luv that man!!!❤️❤️❤️❤️,https://www.msn.com/en-us/money/markets/trump-administration-seeks-to-send-checks-to-americans-as-part-of-stimulus-package/ar-BB11jcaH?li=BBnb7Kzfor,#Walkaway Blue States,
475100886335230_805659126612736,https://www.facebook.com/groups/475100886335230/permalink/805659126612736/,3/17/2020 5:53:52 AM,0,0,0,,https://www.youtube.com/watch?v=tfyxjzsrv24&feature=share,#Walkaway Blue States,
475100886335230_803196413525674,https://www.facebook.com/groups/475100886335230/permalink/803196413525674/,3/13/2020 4:45:53 PM,0,2,0,,https://rightwingtribune.com/2020/03/13/china-threatens-to-cut-off-supply-of-life/,#Walkaway Blue States,
475100886335230_804539513391364,https://www.facebook.com/groups/475100886335230/permalink/804539513391364/,3/15/2020 2:46:20 PM,0,0,0,I hope he does!! Pardon Flynn!❤️❤️❤️,https://twitter.com/realDonaldTrump/status/1239242219019735042?s=20,#Walkaway Blue States,
475100886335230_804299260082056,https://www.facebook.com/groups/475100886335230/permalink/804299260082056/,3/15/2020 7:29:25 AM,0,0,0,,https://www.youtube.com/watch?v=HDNt_ThDYt0&feature=share,#Walkaway Blue States,
475100886335230_803860290125953,https://www.facebook.com/groups/475100886335230/permalink/803860290125953/,3/14/2020 3:17:42 PM,1,6,0,,https://theconservativeopinion.com/pollak-democrats-pushed-impeachment-while-coronavirus-spread/,#Walkaway Blue States,
475100886335230_802980803547235,https://www.facebook.com/groups/475100886335230/permalink/802980803547235/,3/13/2020 10:23:45 AM,0,3,0,BASTARDS!!! 🤬🤬                                                              The article also claimed that China could impose pharmaceutical export controls which would plunge America into "the mighty sea of coronavirus.",https://www.foxnews.com/world/chinese-deny-americans-coronavirus-drugs,#Walkaway Blue States,
475100886335230_803720786806570,https://www.facebook.com/groups/475100886335230/permalink/803720786806570/,3/14/2020 10:54:42 AM,2,0,0,This pandemic just exposed the CDC and how incompetent and FECKLESS they are about not being accountable and wasting are taxes with they're bloated non-functioning bureaucracy.,https://www.cnsnews.com/commentary/michelle-malkin/michelle-malkin-cdc-centers-damaged-credibility?fbclid=IwAR1Bmv15Og1XYjBm8C-1n5Vu0xQtvTzEm_ECxb9lk7G63VmymRYUH0fkRdk,#Walkaway Blue States,
475100886335230_803376356841013,https://www.facebook.com/groups/475100886335230/permalink/803376356841013/,3/13/2020 11:08:56 PM,0,0,0,Nice try evil  disgusting trash! 👹   Killing babies has nothing to do with protecting human lives against the coronavirus! Save your agenda for a different time  but to use it as leverage for killing babies is unthinkable! Only a bottom feeder would think that way! 😡  STOP THE PARTISAN CRAP!,https://aclj.org/pro-life/no-abortion-funding-in-coronavirus-bill?utm_source=facebookad&utm_medium=social&utm_campaign=d-03132020_top-PL_seg-jayfb_con-corona_typ-AD,#Walkaway Blue States,
475100886335230_802884336890215,https://www.facebook.com/groups/475100886335230/permalink/802884336890215/,3/13/2020 7:36:41 AM,0,0,0,,https://www.lifenews.com/2020/03/12/nancy-pelosi-slammed-for-trying-to-sneak-abortion-funding-in-bill-to-combat-coronavirus/,#Walkaway Blue States,
475100886335230_802793550232627,https://www.facebook.com/groups/475100886335230/permalink/802793550232627/,3/13/2020 4:32:14 AM,0,0,0,I'm shocked......NOT! 😠,https://www.frontpagemag.com/fpm/2020/03/174-house-dems-convicted-terrorists-must-not-be-robert-spencer/#.XmpYvZx_y7d.facebook,#Walkaway Blue States,
475100886335230_802366140275368,https://www.facebook.com/groups/475100886335230/permalink/802366140275368/,3/12/2020 1:31:32 PM,0,1,0,Another BIDEN GAFFE...QUOTE "I'm surprised Sanders is joining Trump",https://www.wnd.com/2020/03/biden-herded-car-nonsensical-sanders-joining-trump-statement/?utm_source=Facebook&utm_medium=PostTopSharingButtons&utm_campaign=websitesharingbuttons,#Walkaway Blue States,
475100886335230_801561567022492,https://www.facebook.com/groups/475100886335230/permalink/801561567022492/,3/11/2020 10:19:03 AM,3,2,0,WEINSTEIN JUST GOT 23 YEARS!!😂 😂 😂,https://www.hollywoodreporter.com/thr-esq/harvey-weinstein-sentenced-23-years-prison-1283818,#Walkaway Blue States,
475100886335230_802173360294646,https://www.facebook.com/groups/475100886335230/permalink/802173360294646/,3/12/2020 8:00:07 AM,0,0,0,,https://scentses4d.wordpress.com/2019/11/09/hillary-clintons-foundation-arranged-for-chinese-vaccine-makers-to-avoid-u-s-scrutiny-world-health-organization-report-reveals/,#Walkaway Blue States,
475100886335230_802161440295838,https://www.facebook.com/groups/475100886335230/permalink/802161440295838/,3/12/2020 7:40:40 AM,0,0,0,,https://youtu.be/8i5zBCSy8_A,#Walkaway Blue States,
475100886335230_798010000710982,https://www.facebook.com/groups/475100886335230/permalink/798010000710982/,3/6/2020 9:08:46 AM,0,1,0,MORE DEMONIC-DEMOCRAT BEHAVIOR ON DISPLAY...  First  we witnessed the horrific behavior of Speaker of the House  Nancy Pelosi  as she literally ripped up the State of the Union speech on National television during the State of the Union address  and now  Senate Majority Leader  Chuck Schumer physically threatens Supreme Court Justices Neil Gorsuch and Brett Kavanaugh.  Democrats Pelosi and Schumer (plus other Democrat leaders encouraging the public’s help to be violent towards President Trump’s supporters) are setting the stage for more violence and physical harm. I don’t believe that it’s a matter of “if” there will be more violence  but “when” there will be more violence  and the blood will be dripping from their hands! How soon we forget Republican and Majority Whip  Steve Scalise and how a violent Democrat shooter nearly ended his life  (and would have)  had it not been for quick acting Capitol police. Leaders from the Democratic Party are putting out messages of harm into the minds of unstable  radical Americans from their party. How soon we forget that Steve Scalise was in the hospital undergoing multiple surgeries for severe internal injuries  while we waited each day for an update to find out if he was going to live or die. How soon we forget that his bullet riddled body will never be the same and the toll it took on him and his family?  If Senator Chuck Schumer is allowed to get away with this  it sets a precedent for a violent future. It’s time that Democrats are held accountable  which currently  they never seem to be. I am sick and tired of hearing that in hindsight  what they said is not really what they mean  and with no apology. They said it  we heard it  and the message is loud and clear! Democrat leaders need to stop the calls for violence  both and directly and indirectly￼!,https://www.dailysignal.com/2020/03/05/schumer-faces-rare-censure-for-threatening-supreme-court-justices/,#Walkaway Blue States,
475100886335230_801871103658205,https://www.facebook.com/groups/475100886335230/permalink/801871103658205/,3/11/2020 8:57:33 PM,1,1,0,Couldn't happen to a nicer couple! LMAO!😂 😂 😂 😂 😂 😂 😂,https://variety.com/2020/film/news/tom-hanks-rita-wilson-coronavirus-1203531498/,#Walkaway Blue States,
475100886335230_800139090498073,https://www.facebook.com/groups/475100886335230/permalink/800139090498073/,3/9/2020 10:12:37 AM,9,3,0,#BLEXIT BLACKS LEAVING DEM PARTY IS VERY REAL. IT STARTED WITH Brandon Straka #WALKAWAY  then grew into Candace Owen's #BLEXIT  & #LEXIT LATINOS leaving DEMS!!,https://onenewsnow.com/culture/2020/03/08/blacks-fed-up-leaving-dems-in-blexit-to-gop,#Walkaway Blue States,
475100886335230_801646310347351,https://www.facebook.com/groups/475100886335230/permalink/801646310347351/,3/11/2020 12:52:45 PM,2,2,0,IDIOT! YOU'RE GONNA LOSE!!😂😂😂,https://www.foxnews.com/politics/sanders-campaign-biden,#Walkaway Blue States,
475100886335230_801785863666729,https://www.facebook.com/groups/475100886335230/permalink/801785863666729/,3/11/2020 6:03:55 PM,0,0,0,,https://www.washingtonexaminer.com/news/hunter-biden-to-skip-deposition-in-paternity-case-citing-coronavirus-and-pregnant-wife,#Walkaway Blue States,
475100886335230_801629077015741,https://www.facebook.com/groups/475100886335230/permalink/801629077015741/,3/11/2020 12:16:26 PM,0,0,0,GO VIRAL & PLEASE SHARE the TRUTH with hard EVIDENCE that is IRREFUTABLE!!!,https://patriotpost.us/articles/68793-video-is-voter-fraud-real-2020-02-25,#Walkaway Blue States,
475100886335230_801238230388159,https://www.facebook.com/groups/475100886335230/permalink/801238230388159/,3/10/2020 11:19:45 PM,0,1,0,So is Clint Eastwood calling out Biden for not being more "genteel"?,https://www.cnbc.com/2020/03/10/joe-biden-told-an-auto-worker-youre-full-of-shit-during-a-tense-argument-over-guns.html,#Walkaway Blue States,
475100886335230_801518123693503,https://www.facebook.com/groups/475100886335230/permalink/801518123693503/,3/11/2020 9:05:00 AM,1,0,0,Watch this video!! DONATE TO JOHN DENNIS  SF conservative  who grew up in the housing projects is RUNNING against PELOSI. He is confronted buy a radical liberal who wants him dead. Ironically liberal called him a racist which is the very RACIST LIBERAL was by judging him by how he looked! https://www.johndennis.com/,https://www.youtube.com/watch?v=GndazTEr2VI&feature=share,#Walkaway Blue States,
475100886335230_800953600416622,https://www.facebook.com/groups/475100886335230/permalink/800953600416622/,3/10/2020 1:15:31 PM,0,0,0,,https://www.waynedupree.com/adam-schiff-dc-swamp-district/?fbclid=IwAR2mIolHdRiHjh_NpGyzmQ_m9Erv-AyMTz-KpdC4PNUk1G7usTXOyx4dXMU,#Walkaway Blue States,
475100886335230_800952720416710,https://www.facebook.com/groups/475100886335230/permalink/800952720416710/,3/10/2020 1:13:58 PM,0,0,0,,https://thefederalist.com/2019/02/14/andrew-mccabe-admits-top-natsec-officials-plotted-coup-trump/?fbclid=IwAR1CVd2evJ2Af1I4off3n-OKdVPCKU215PgUVz7W6kYWAuE-JGc6jVOJvaA,#Walkaway Blue States,
