id,URL,Created Date,Likes,Comments,Shares,Description,Group Name,
475100886335230_620687141776603,https://www.facebook.com/groups/475100886335230/permalink/620687141776603/,7/14/2019 12:40:06 PM,1,0,0,Whether we are "the majority" anymore isn't as important as whether we are still "the keepers" of our Republic  by its original design.  The essential founding principles of our nation can no longer be entrusted to a simple majority in these times of epidemic moral decline.   Our nation was founded upon the basic premises of love of God  love of country  love of each other  and love of self.  When all but "love of self" remains  all bets are off... and "the keepers" must do what is best for their country without a majority consensus.  Whether we are past  at  or still approaching this point in time is debatable... but it appears we are on a crash course into its inevitability.,#Walkaway Blue States,
475100886335230_618824671962850,https://www.facebook.com/groups/475100886335230/permalink/618824671962850/,7/11/2019 1:29:29 PM,0,0,0,,#Walkaway Blue States,
475100886335230_617908455387805,https://www.facebook.com/groups/475100886335230/permalink/617908455387805/,7/10/2019 1:00:03 AM,0,0,0,GOAL INVITE 1000+ membership to join FB PAGE #WALKAWAY BLUE STATES to elect HUGH TRUMP majority in CONGRESS,#Walkaway Blue States,
475100886335230_617902132055104,https://www.facebook.com/groups/475100886335230/permalink/617902132055104/,7/10/2019 12:41:35 AM,0,0,0,AN ADMITTED SOCIALIST WITH LUNATIC RAGE!,#Walkaway Blue States,
475100886335230_617648258747158,https://www.facebook.com/groups/475100886335230/permalink/617648258747158/,7/9/2019 1:20:59 PM,0,0,0,,#Walkaway Blue States,
475100886335230_617029575475693,https://www.facebook.com/groups/475100886335230/permalink/617029575475693/,7/8/2019 12:22:23 PM,0,0,0,,#Walkaway Blue States,
475100886335230_616717288840255,https://www.facebook.com/groups/475100886335230/permalink/616717288840255/,7/8/2019 1:12:37 AM,0,0,0,Thank you so very much  Michele  for the invitation to join WBS. I proudly accept this privilege.,#Walkaway Blue States,
475100886335230_615830175595633,https://www.facebook.com/groups/475100886335230/permalink/615830175595633/,7/6/2019 12:16:53 PM,23,3,0,The Citizenship question was on the US Census  Form for 160 years! Guess who took it off the Form? Obama !!!  PUT IT BACK !!!,#Walkaway Blue States,
475100886335230_615099685668682,https://www.facebook.com/groups/475100886335230/permalink/615099685668682/,7/5/2019 9:36:17 AM,8,1,0,GOAL 1000+ members for Election 2020! Network & inform Americans about FB PAGE #WALKAWAY BLUE STATES PLEASE INVITE! TY!,#Walkaway Blue States,
475100886335230_614590919052892,https://www.facebook.com/groups/475100886335230/permalink/614590919052892/,7/4/2019 1:30:40 PM,2,0,0,WELCOME 4 INVITES FROM Ron Gyurcsik Kurt Wobig (childhood friend now living in TX)  Dan Sumner (cousin now living in Charlotte  NC)  Mike Davidson (College friend now living in CA) and Jim Smoltz (HS friend). We all grew up in Michigan.,#Walkaway Blue States,
475100886335230_614154685763182,https://www.facebook.com/groups/475100886335230/permalink/614154685763182/,7/3/2019 8:14:44 PM,14,5,0,Welcome Ron Gyurcsik engineer from Mass. & Calif. He is a Trump voter despite left majority & teaching in liberal colleges.,#Walkaway Blue States,
475100886335230_614034095775241,https://www.facebook.com/groups/475100886335230/permalink/614034095775241/,7/3/2019 1:00:40 PM,6,1,0,I thought you should know  Donald J. Trump Verified account @realDonaldTrump  The cost of our great Salute to America tomorrow will be very little compared to what it is worth. We own the planes  we have the pilots  the airport is right next door (Andrews)  all we need is the fuel. We own the tanks and all. Fireworks are donated by two of the greats. Nice!  7:30 AM - 3 Jul 2019,#Walkaway Blue States,
475100886335230_612894075889243,https://www.facebook.com/groups/475100886335230/permalink/612894075889243/,7/1/2019 2:15:42 PM,0,0,0,,#Walkaway Blue States,
475100886335230_610974906081160,https://www.facebook.com/groups/475100886335230/permalink/610974906081160/,6/28/2019 2:19:22 PM,1,0,0,,#Walkaway Blue States,
475100886335230_610294396149211,https://www.facebook.com/groups/475100886335230/permalink/610294396149211/,6/27/2019 12:47:29 PM,0,0,0,,#Walkaway Blue States,
475100886335230_608827059629278,https://www.facebook.com/groups/475100886335230/permalink/608827059629278/,6/25/2019 12:22:50 PM,0,0,0,,#Walkaway Blue States,
475100886335230_608139076364743,https://www.facebook.com/groups/475100886335230/permalink/608139076364743/,6/24/2019 12:36:01 PM,0,0,0,,#Walkaway Blue States,
475100886335230_606658199846164,https://www.facebook.com/groups/475100886335230/permalink/606658199846164/,6/22/2019 9:22:02 AM,1,0,0,FUN TOPICS..Melania "the boss"  Trump's assault accuser  and of course  reparations. THANKS FOR SHARING! 😘,#Walkaway Blue States,
475100886335230_605462389965745,https://www.facebook.com/groups/475100886335230/permalink/605462389965745/,6/20/2019 2:55:45 PM,0,0,0,,#Walkaway Blue States,
475100886335230_604140143431303,https://www.facebook.com/groups/475100886335230/permalink/604140143431303/,6/18/2019 2:53:52 PM,0,0,0,,#Walkaway Blue States,
475100886335230_601563987022252,https://www.facebook.com/groups/475100886335230/permalink/601563987022252/,6/14/2019 2:45:54 PM,0,0,0,Wow..... this is unbelievable....,#Walkaway Blue States,
475100886335230_598389134006404,https://www.facebook.com/groups/475100886335230/permalink/598389134006404/,6/9/2019 9:34:11 PM,6,0,0,Hypocritical Congress tax returns & corruption would land them in jail.  Be careful what you investigate DEMS  TRUMP BITES BACK!,#Walkaway Blue States,
475100886335230_598133344031983,https://www.facebook.com/groups/475100886335230/permalink/598133344031983/,6/9/2019 10:53:19 AM,5,0,0,,#Walkaway Blue States,
475100886335230_596788127499838,https://www.facebook.com/groups/475100886335230/permalink/596788127499838/,6/7/2019 10:10:07 AM,3,1,0,Under Nafta  The first company to leave that I can recall  made radiator caps. a lot of people lost their jobs. (I'm 63) Radiator caps went from $1.97 to $3.50. Why because the US government backed the taxes they lost off of middle American workers by adding a tariff on radiator caps. Our Government Sold Us Out. Now President Trump is turning the tables on them using their own tactics. I APPLAUD HIM. ONCE AGAIN SOME IN OUR GOVERNMENT WANT TO SELL THE WORKING CLASS OF AMERICA OUT. THE BILLIONS IT COSTS WORKING AMERICANS TO SUPPORT THESE ILLEGALS BECAUSE OF OUR BROKEN IMMIGRATION LAWS SERIOUSLY OUT WAYS THE FEW CENTS MORE WE WILL PAY IN THE COST OF A DAMN AVOCADO. STOP THE DEMS FROM SELLING OUT AMERICAS WORKING CLASS AGAIN.,#Walkaway Blue States,
475100886335230_596819557496695,https://www.facebook.com/groups/475100886335230/permalink/596819557496695/,6/7/2019 11:09:59 AM,2,3,0,,#Walkaway Blue States,
475100886335230_595683184276999,https://www.facebook.com/groups/475100886335230/permalink/595683184276999/,6/5/2019 4:08:29 PM,3,0,0,No matter what who’s in the White House we the people are gonna pay the price. Because who’s paying for all these immigrants coming in our country and it’s not gonna be free we will pay the price at the end if the Democrats win in the White House that’s if. We will be Paying a lot more taxes. You can point fingers at Nancy Pelosi and Chuck a baby.,#Walkaway Blue States,
475100886335230_594898321022152,https://www.facebook.com/groups/475100886335230/permalink/594898321022152/,6/4/2019 1:02:31 PM,3,0,0,,#Walkaway Blue States,
475100886335230_594531017725549,https://www.facebook.com/groups/475100886335230/permalink/594531017725549/,6/4/2019 12:52:11 AM,6,0,0,,#Walkaway Blue States,
475100886335230_593894867789164,https://www.facebook.com/groups/475100886335230/permalink/593894867789164/,6/3/2019 12:22:16 AM,1,2,0,,#Walkaway Blue States,
475100886335230_594096541102330,https://www.facebook.com/groups/475100886335230/permalink/594096541102330/,6/3/2019 8:24:35 AM,2,1,0,So I was listening to the news this morning. The cutesy little gal on the couch says that there are massive protests in London this morning are against Trump. ONLY TO BE CORRECTED LIVE by the reporter in LONDON. "They are not protesting in London right now  There will be approximately 250 000 protesters tomorrow. They are busing them in from all around the country" (FYI England has a population of 55.62 Million  I just looked it up. Think about that) More than a few of my FB/Twit family are from across the pond. They tell us all NOT TO LISTEN to the MSM  The People of England LOVE TRUMP. Don't listen to the #FakeNews,#Walkaway Blue States,
475100886335230_593569877821663,https://www.facebook.com/groups/475100886335230/permalink/593569877821663/,6/2/2019 11:36:58 AM,4,0,0,What I love is the part I did not know...the mile stretch built (in 3 days) covered not only what border patrol considers one of the most highly trafficked stretches  is a stretch that has an average of 1 000 cross per day AND...US Army Corp of engineers said was impossible to build there. Clearly  they were mistaken!,#Walkaway Blue States,
475100886335230_593537581158226,https://www.facebook.com/groups/475100886335230/permalink/593537581158226/,6/2/2019 10:28:33 AM,1,0,0,,#Walkaway Blue States,
475100886335230_591215148057136,https://www.facebook.com/groups/475100886335230/permalink/591215148057136/,5/29/2019 6:40:46 PM,7,3,0,I stand against Socialism. PERIOD,#Walkaway Blue States,
475100886335230_591946394650678,https://www.facebook.com/groups/475100886335230/permalink/591946394650678/,5/30/2019 8:51:46 PM,1,3,0,walkaway,#Walkaway Blue States,
475100886335230_589473661564618,https://www.facebook.com/groups/475100886335230/permalink/589473661564618/,5/26/2019 7:56:17 PM,0,0,0,,#Walkaway Blue States,
475100886335230_587738748404776,https://www.facebook.com/groups/475100886335230/permalink/587738748404776/,5/23/2019 11:06:45 PM,0,0,0,One more small dose of socialism brought to you from Ivanka Trump  through the republican party. What daughter wants  daddy gives. Don't say that you couldn't see this coming  many of us tried to warn you but you refused to listen.,#Walkaway Blue States,
475100886335230_586379558540695,https://www.facebook.com/groups/475100886335230/permalink/586379558540695/,5/21/2019 2:54:06 PM,5,0,0,Donald J. Trump Verified account @realDonaldTrump I am very disappointed that Mexico is doing virtually nothing to stop illegal immigrants from coming to our Southern Border where everyone knows that because of the Democrats  our Immigration Laws are totally flawed & broken...   Donald J. Trump Verified account @realDonaldTrump ...Mexico’s attitude is that people from other countries  including Mexico  should have the right to flow into the U.S. & that U.S. taxpayers should be responsible for the tremendous costs associated w/this illegal migration. Mexico is wrong and I will soon be giving a response!,#Walkaway Blue States,
475100886335230_582089332303051,https://www.facebook.com/groups/475100886335230/permalink/582089332303051/,5/14/2019 8:55:25 PM,1,0,0,,#Walkaway Blue States,
475100886335230_582010292310955,https://www.facebook.com/groups/475100886335230/permalink/582010292310955/,5/14/2019 5:49:33 PM,0,0,0,,#Walkaway Blue States,
475100886335230_578511092660875,https://www.facebook.com/groups/475100886335230/permalink/578511092660875/,5/8/2019 5:41:02 PM,1,0,0,,#Walkaway Blue States,
475100886335230_576629356182382,https://www.facebook.com/groups/475100886335230/permalink/576629356182382/,5/5/2019 11:24:27 AM,0,0,0,,#Walkaway Blue States,
475100886335230_576021072909877,https://www.facebook.com/groups/475100886335230/permalink/576021072909877/,5/4/2019 10:58:13 AM,0,0,0,,#Walkaway Blue States,
475100886335230_575454316299886,https://www.facebook.com/groups/475100886335230/permalink/575454316299886/,5/3/2019 12:09:52 PM,4,0,0,The brutality of socialist tyrannies is there to see in Venezuela for any with eyes to see. Even more dangerous is the fact that Russia has now established a foothold in the Americas. We cannot allow communism to spread in our backyard. We cannot allow Russia or China to establish a platform for ICBM missiles this close to us  which would make our ability to intercept them much more difficult. The US must make a coalition with Colombia and Brazil to oust Maduro and the Russians from our hemisphere. This is not just about the liberty of the Venezuelan people who duly elected Guaido as their President. It is a matter of our national security also.,#Walkaway Blue States,
475100886335230_574174813094503,https://www.facebook.com/groups/475100886335230/permalink/574174813094503/,5/1/2019 7:36:18 AM,4,0,0,,#Walkaway Blue States,
475100886335230_570056546839663,https://www.facebook.com/groups/475100886335230/permalink/570056546839663/,4/24/2019 9:42:08 AM,0,0,0,,#Walkaway Blue States,
475100886335230_567375163774468,https://www.facebook.com/groups/475100886335230/permalink/567375163774468/,4/19/2019 8:17:20 PM,2,0,0,,#Walkaway Blue States,
475100886335230_566660847179233,https://www.facebook.com/groups/475100886335230/permalink/566660847179233/,4/18/2019 12:32:33 PM,1,0,0,,#Walkaway Blue States,
475100886335230_566602677185050,https://www.facebook.com/groups/475100886335230/permalink/566602677185050/,4/18/2019 10:22:08 AM,0,0,0,I am so sick and tired of my governor Kate Brown… Between the shady dealings as of recent and now I see this article… I am just not sure how she even manage to get away with things. Isn’t this a felony!?,#Walkaway Blue States,
475100886335230_565054260673225,https://www.facebook.com/groups/475100886335230/permalink/565054260673225/,4/15/2019 1:34:57 PM,1,0,0,,#Walkaway Blue States,
475100886335230_562412574270727,https://www.facebook.com/groups/475100886335230/permalink/562412574270727/,4/10/2019 4:41:45 PM,0,0,0,The NoBull Herd CONSERVATIVES FOR CLEAN PASTURES —————————————- If you like NoBull Cause  you’ll enjoy The NoBull Herd  the official community of NoBull Cause followers. You’ll find outstanding offerings from people like you. It’s a fountain of fun and information! Try it. You’ll like it. Cattle are really smart and very funny! Join the herd and give us your best!,#Walkaway Blue States,
475100886335230_560671544444830,https://www.facebook.com/groups/475100886335230/permalink/560671544444830/,4/7/2019 11:59:01 AM,1,0,0,,#Walkaway Blue States,
475100886335230_560230644488920,https://www.facebook.com/groups/475100886335230/permalink/560230644488920/,4/6/2019 5:02:18 PM,0,0,0,,#Walkaway Blue States,
475100886335230_560226677822650,https://www.facebook.com/groups/475100886335230/permalink/560226677822650/,4/6/2019 4:49:49 PM,1,0,0,,#Walkaway Blue States,
475100886335230_559310021247649,https://www.facebook.com/groups/475100886335230/permalink/559310021247649/,4/5/2019 5:34:01 AM,1,1,0,We were FOUNDED as Judeo Christian country!!  MUSLIMS were given the ability to take A-day off for their holiday without penalty as we do for the Jews  with NO COMPLAINT! This is what happens when you have SANCTUARY CITIES & STATES for MUSLIMS!  MUSLIMS MAKE SCAREY THREAT WHICH IS TRUE.... WITH THEIR BIRTHRATE...."WE'RE GOING TO BE MAJORITY SOON",#Walkaway Blue States,
475100886335230_556142434897741,https://www.facebook.com/groups/475100886335230/permalink/556142434897741/,3/30/2019 1:14:06 AM,0,0,0,,#Walkaway Blue States,
475100886335230_556140148231303,https://www.facebook.com/groups/475100886335230/permalink/556140148231303/,3/30/2019 1:04:59 AM,0,0,0,,#Walkaway Blue States,
475100886335230_556138681564783,https://www.facebook.com/groups/475100886335230/permalink/556138681564783/,3/30/2019 12:59:47 AM,3,0,0,,#Walkaway Blue States,
475100886335230_554949771683674,https://www.facebook.com/groups/475100886335230/permalink/554949771683674/,3/27/2019 6:07:49 PM,3,0,0,Desperate Democrats  outnumbered importing   immigrants giving voting rights  SS welfare healthcare and housing for there vote !,#Walkaway Blue States,
475100886335230_554095365102448,https://www.facebook.com/groups/475100886335230/permalink/554095365102448/,3/26/2019 2:43:39 AM,0,0,0,,#Walkaway Blue States,
475100886335230_553884398456878,https://www.facebook.com/groups/475100886335230/permalink/553884398456878/,3/25/2019 3:29:57 PM,1,0,0,,#Walkaway Blue States,
475100886335230_553829711795680,https://www.facebook.com/groups/475100886335230/permalink/553829711795680/,3/25/2019 1:11:43 PM,3,1,0,Hahaha,#Walkaway Blue States,
475100886335230_553790785132906,https://www.facebook.com/groups/475100886335230/permalink/553790785132906/,3/25/2019 11:21:56 AM,3,0,0,Great conveyance of what gun control really does! We will not be silent! We will not go away! We will not be the sheep you want us to be!,#Walkaway Blue States,
475100886335230_553548045157180,https://www.facebook.com/groups/475100886335230/permalink/553548045157180/,3/25/2019 12:50:38 AM,2,1,0,,#Walkaway Blue States,
475100886335230_552946535217331,https://www.facebook.com/groups/475100886335230/permalink/552946535217331/,3/23/2019 8:57:58 PM,0,0,0,THOUGHTS? SHOULD THIS BE MANDATORY...OR DOES IT JUST EMBOLDEN MUSLIMS TO TAKE MORE POWER & TERRITORY FOR THEIR ISLAMIC CALIPHATE?,#Walkaway Blue States,
475100886335230_549749692203682,https://www.facebook.com/groups/475100886335230/permalink/549749692203682/,3/17/2019 1:13:53 PM,1,1,0,,#Walkaway Blue States,
475100886335230_546665765845408,https://www.facebook.com/groups/475100886335230/permalink/546665765845408/,3/11/2019 12:47:36 PM,3,0,0,FOUNDER BRANDAN STRAKA & VIDEO THAT STARTED #WALKAWAY 6/2018,#Walkaway Blue States,
475100886335230_546665672512084,https://www.facebook.com/groups/475100886335230/permalink/546665672512084/,3/11/2019 12:47:27 PM,3,0,0,,#Walkaway Blue States,
475100886335230_546665639178754,https://www.facebook.com/groups/475100886335230/permalink/546665639178754/,3/11/2019 12:47:20 PM,2,0,0,,#Walkaway Blue States,
475100886335230_546665579178760,https://www.facebook.com/groups/475100886335230/permalink/546665579178760/,3/11/2019 12:47:11 PM,2,0,0,,#Walkaway Blue States,
475100886335230_546665535845431,https://www.facebook.com/groups/475100886335230/permalink/546665535845431/,3/11/2019 12:47:03 PM,1,0,0,,#Walkaway Blue States,
475100886335230_546665482512103,https://www.facebook.com/groups/475100886335230/permalink/546665482512103/,3/11/2019 12:46:55 PM,2,0,0,,#Walkaway Blue States,
475100886335230_546665432512108,https://www.facebook.com/groups/475100886335230/permalink/546665432512108/,3/11/2019 12:46:47 PM,2,0,0,,#Walkaway Blue States,
475100886335230_546665395845445,https://www.facebook.com/groups/475100886335230/permalink/546665395845445/,3/11/2019 12:46:40 PM,2,0,0,,#Walkaway Blue States,
475100886335230_546665352512116,https://www.facebook.com/groups/475100886335230/permalink/546665352512116/,3/11/2019 12:46:30 PM,1,0,0,,#Walkaway Blue States,
475100886335230_546665269178791,https://www.facebook.com/groups/475100886335230/permalink/546665269178791/,3/11/2019 12:46:15 PM,1,0,0,,#Walkaway Blue States,
475100886335230_546665205845464,https://www.facebook.com/groups/475100886335230/permalink/546665205845464/,3/11/2019 12:46:02 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546665145845470,https://www.facebook.com/groups/475100886335230/permalink/546665145845470/,3/11/2019 12:45:53 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546665095845475,https://www.facebook.com/groups/475100886335230/permalink/546665095845475/,3/11/2019 12:45:45 PM,1,0,0,,#Walkaway Blue States,
475100886335230_546665022512149,https://www.facebook.com/groups/475100886335230/permalink/546665022512149/,3/11/2019 12:45:37 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546664985845486,https://www.facebook.com/groups/475100886335230/permalink/546664985845486/,3/11/2019 12:45:27 PM,2,0,0,,#Walkaway Blue States,
475100886335230_546664939178824,https://www.facebook.com/groups/475100886335230/permalink/546664939178824/,3/11/2019 12:45:17 PM,1,0,0,,#Walkaway Blue States,
475100886335230_546664849178833,https://www.facebook.com/groups/475100886335230/permalink/546664849178833/,3/11/2019 12:45:06 PM,1,0,0,,#Walkaway Blue States,
475100886335230_546664782512173,https://www.facebook.com/groups/475100886335230/permalink/546664782512173/,3/11/2019 12:44:56 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546664735845511,https://www.facebook.com/groups/475100886335230/permalink/546664735845511/,3/11/2019 12:44:48 PM,1,0,0,,#Walkaway Blue States,
475100886335230_546664665845518,https://www.facebook.com/groups/475100886335230/permalink/546664665845518/,3/11/2019 12:44:38 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546664632512188,https://www.facebook.com/groups/475100886335230/permalink/546664632512188/,3/11/2019 12:44:30 PM,1,0,0,,#Walkaway Blue States,
475100886335230_546664572512194,https://www.facebook.com/groups/475100886335230/permalink/546664572512194/,3/11/2019 12:44:20 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546664522512199,https://www.facebook.com/groups/475100886335230/permalink/546664522512199/,3/11/2019 12:44:11 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546664479178870,https://www.facebook.com/groups/475100886335230/permalink/546664479178870/,3/11/2019 12:44:02 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546664419178876,https://www.facebook.com/groups/475100886335230/permalink/546664419178876/,3/11/2019 12:43:53 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546664345845550,https://www.facebook.com/groups/475100886335230/permalink/546664345845550/,3/11/2019 12:43:42 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546664285845556,https://www.facebook.com/groups/475100886335230/permalink/546664285845556/,3/11/2019 12:43:25 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546664235845561,https://www.facebook.com/groups/475100886335230/permalink/546664235845561/,3/11/2019 12:43:11 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546664192512232,https://www.facebook.com/groups/475100886335230/permalink/546664192512232/,3/11/2019 12:43:02 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546664149178903,https://www.facebook.com/groups/475100886335230/permalink/546664149178903/,3/11/2019 12:42:52 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546664122512239,https://www.facebook.com/groups/475100886335230/permalink/546664122512239/,3/11/2019 12:42:43 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546664009178917,https://www.facebook.com/groups/475100886335230/permalink/546664009178917/,3/11/2019 12:42:31 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546663929178925,https://www.facebook.com/groups/475100886335230/permalink/546663929178925/,3/11/2019 12:42:17 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546663839178934,https://www.facebook.com/groups/475100886335230/permalink/546663839178934/,3/11/2019 12:42:03 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546663772512274,https://www.facebook.com/groups/475100886335230/permalink/546663772512274/,3/11/2019 12:41:54 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546663685845616,https://www.facebook.com/groups/475100886335230/permalink/546663685845616/,3/11/2019 12:41:39 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546663612512290,https://www.facebook.com/groups/475100886335230/permalink/546663612512290/,3/11/2019 12:41:27 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546663539178964,https://www.facebook.com/groups/475100886335230/permalink/546663539178964/,3/11/2019 12:41:17 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546663485845636,https://www.facebook.com/groups/475100886335230/permalink/546663485845636/,3/11/2019 12:41:08 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546663445845640,https://www.facebook.com/groups/475100886335230/permalink/546663445845640/,3/11/2019 12:40:58 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546663369178981,https://www.facebook.com/groups/475100886335230/permalink/546663369178981/,3/11/2019 12:40:47 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546663319178986,https://www.facebook.com/groups/475100886335230/permalink/546663319178986/,3/11/2019 12:40:39 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546663239178994,https://www.facebook.com/groups/475100886335230/permalink/546663239178994/,3/11/2019 12:40:25 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546663175845667,https://www.facebook.com/groups/475100886335230/permalink/546663175845667/,3/11/2019 12:40:12 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546663099179008,https://www.facebook.com/groups/475100886335230/permalink/546663099179008/,3/11/2019 12:39:54 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546662862512365,https://www.facebook.com/groups/475100886335230/permalink/546662862512365/,3/11/2019 12:39:16 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546662789179039,https://www.facebook.com/groups/475100886335230/permalink/546662789179039/,3/11/2019 12:39:05 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546662719179046,https://www.facebook.com/groups/475100886335230/permalink/546662719179046/,3/11/2019 12:38:56 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546662605845724,https://www.facebook.com/groups/475100886335230/permalink/546662605845724/,3/11/2019 12:38:35 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546662559179062,https://www.facebook.com/groups/475100886335230/permalink/546662559179062/,3/11/2019 12:38:28 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546662459179072,https://www.facebook.com/groups/475100886335230/permalink/546662459179072/,3/11/2019 12:38:18 PM,1,0,0,,#Walkaway Blue States,
475100886335230_546662422512409,https://www.facebook.com/groups/475100886335230/permalink/546662422512409/,3/11/2019 12:38:09 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546662375845747,https://www.facebook.com/groups/475100886335230/permalink/546662375845747/,3/11/2019 12:37:59 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546662309179087,https://www.facebook.com/groups/475100886335230/permalink/546662309179087/,3/11/2019 12:37:50 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546662235845761,https://www.facebook.com/groups/475100886335230/permalink/546662235845761/,3/11/2019 12:37:40 PM,1,0,0,,#Walkaway Blue States,
475100886335230_546662135845771,https://www.facebook.com/groups/475100886335230/permalink/546662135845771/,3/11/2019 12:37:28 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546662072512444,https://www.facebook.com/groups/475100886335230/permalink/546662072512444/,3/11/2019 12:37:17 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546661862512465,https://www.facebook.com/groups/475100886335230/permalink/546661862512465/,3/11/2019 12:36:51 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546661779179140,https://www.facebook.com/groups/475100886335230/permalink/546661779179140/,3/11/2019 12:36:39 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546661722512479,https://www.facebook.com/groups/475100886335230/permalink/546661722512479/,3/11/2019 12:36:30 PM,1,0,0,,#Walkaway Blue States,
475100886335230_546661659179152,https://www.facebook.com/groups/475100886335230/permalink/546661659179152/,3/11/2019 12:36:22 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546661569179161,https://www.facebook.com/groups/475100886335230/permalink/546661569179161/,3/11/2019 12:36:12 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546661419179176,https://www.facebook.com/groups/475100886335230/permalink/546661419179176/,3/11/2019 12:35:46 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546661365845848,https://www.facebook.com/groups/475100886335230/permalink/546661365845848/,3/11/2019 12:35:33 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546661299179188,https://www.facebook.com/groups/475100886335230/permalink/546661299179188/,3/11/2019 12:35:23 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546661229179195,https://www.facebook.com/groups/475100886335230/permalink/546661229179195/,3/11/2019 12:35:12 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546661162512535,https://www.facebook.com/groups/475100886335230/permalink/546661162512535/,3/11/2019 12:34:57 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546661105845874,https://www.facebook.com/groups/475100886335230/permalink/546661105845874/,3/11/2019 12:34:44 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546661069179211,https://www.facebook.com/groups/475100886335230/permalink/546661069179211/,3/11/2019 12:34:34 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546661012512550,https://www.facebook.com/groups/475100886335230/permalink/546661012512550/,3/11/2019 12:34:22 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546660929179225,https://www.facebook.com/groups/475100886335230/permalink/546660929179225/,3/11/2019 12:34:13 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546660879179230,https://www.facebook.com/groups/475100886335230/permalink/546660879179230/,3/11/2019 12:33:58 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546660825845902,https://www.facebook.com/groups/475100886335230/permalink/546660825845902/,3/11/2019 12:33:47 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546660769179241,https://www.facebook.com/groups/475100886335230/permalink/546660769179241/,3/11/2019 12:33:39 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546660699179248,https://www.facebook.com/groups/475100886335230/permalink/546660699179248/,3/11/2019 12:33:29 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546660605845924,https://www.facebook.com/groups/475100886335230/permalink/546660605845924/,3/11/2019 12:33:13 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546660532512598,https://www.facebook.com/groups/475100886335230/permalink/546660532512598/,3/11/2019 12:33:04 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546660479179270,https://www.facebook.com/groups/475100886335230/permalink/546660479179270/,3/11/2019 12:32:55 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546660432512608,https://www.facebook.com/groups/475100886335230/permalink/546660432512608/,3/11/2019 12:32:45 PM,0,0,0,,#Walkaway Blue States,
475100886335230_546660345845950,https://www.facebook.com/groups/475100886335230/permalink/546660345845950/,3/11/2019 12:32:28 PM,0,0,0,,#Walkaway Blue States,
